codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
79,45677,PTOTV,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1981.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
80,45678,PRCOB,ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,POLICIAL,LEVE,0
81,45680,PRAZX,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-202,AT72,TURBOÉLICE,BIMOTOR,22000,22000,73.0,1993.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
82,45681,PRACG,REGULAR,AVIÃO,BOEING COMPANY,767-316F,B763,JATO,BIMOTOR,186880,186880,6.0,2000.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,REGULAR,SUBSTANCIAL,0
83,45682,PRMEU,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,2910,2910,8.0,2007.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
84,45684,PTHFS,TÁXI AÉREO,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,1993.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
85,45685,PRCHX,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,11000,21.0,2009.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
86,45686,PPPJN,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,50300,112.0,2011.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
87,45689,PPKKA,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2010.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
88,45689,PPOFF,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2010.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,PRIVADA,NENHUM,0
89,45689,PTOTG,PARTICULAR,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4694,4694,13.0,1985.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
90,45691,PTYND,PARTICULAR,HELICÓPTERO,AGUSTA,A109E,A109,TURBOEIXO,BIMOTOR,2850,2850,8.0,1999.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
91,45692,PPYOF,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,525,C525,JATO,BIMOTOR,4717,4717,7.0,2000.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
92,45693,PRSEF,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2003.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
93,45694,PTVIY,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1989.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0
94,45695,PRCHK,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2007.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
95,45696,PPGRB,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
96,45697,PRPSF,REGULAR,AVIÃO,EMBRAER,EMB-145EP,E145,JATO,BIMOTOR,20990,20990,54.0,1997.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
97,45698,PPJAJ,PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2010.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,NENHUM,0
98,45699,PRGTA,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,194.0,2006.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
99,45700,PPPJL,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,50300,50300,106.0,2008.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
100,45701,PRDEP,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2008.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
101,45703,N844MH,,AVIÃO,BOEING COMPANY,767-432ER,,JATO,BIMOTOR,204120,204120,0.0,2002.0,AVIÃO,,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,,LEVE,0
102,45705,PRWJB,REGULAR,AVIÃO,BOEING COMPANY,737-341,B733,JATO,BIMOTOR,61235,61235,156.0,1991.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
103,45706,PTEVN,PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1979.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
104,45707,PRCOC,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,1950,1950,6.0,1992.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
105,45709,PRMHX,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2008.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
106,45710,PRWJB,REGULAR,AVIÃO,BOEING COMPANY,737-341,B733,JATO,BIMOTOR,61235,61235,156.0,1991.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,LEVE,0
107,45711,PPSGB,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1315,1315,4.0,2002.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,PRIVADA,LEVE,0
108,45712,PRBGA,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,11000,21.0,2010.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,LEVE,0
109,45713,PTGMM,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2003.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,,0
110,45714,PTOLL,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1979.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,LEVE,0
111,45715,PPAMX,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2011.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
112,45718,PTTIC,PARTICULAR,AVIÃO,PIAGGIO AERO INDUSTRIES,P.180,P180,TURBOÉLICE,BIMOTOR,5239,5239,10.0,2011.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
113,45719,PTJEH,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31-350,PA31,PISTÃO,BIMOTOR,3175,3175,8.0,1973.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
114,45727,PPJCA,PARTICULAR,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,4967,4967,8.0,1981.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
115,45728,PROPB,PARTICULAR,AVIÃO,BEECH AIRCRAFT,B200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,9.0,1987.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0
116,45729,PTVAN,,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1985.0,AVIÃO,TÁXI AÉREO,CAMPO GRANDE,FAZENDA DAMARO,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,0
117,45730,PPGGC,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,AVIÃO,INSTRUÇÃO,MARICÁ,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
118,45731,PRLYD,,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,AVIÃO,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,FORMOSA,SUBIDA,PRIVADA,SUBSTANCIAL,0
119,45732,PTGGE,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1975.0,AVIÃO,AGRÍCOLA,JPO,JPO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,1
120,45733,PUVJO,EXPERIMENTAL,ULTRALEVE,,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,650,650,2.0,2007.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
121,45734,PTNKJ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
122,45746,PUAJO,EXPERIMENTAL,ULTRALEVE,,AA-155,ULAC,PISTÃO,MONOMOTOR,500,500,2.0,2008.0,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,DESTRUÍDA,2
123,45747,PTDRR,,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1542,6.0,1971.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
124,45748,PTRTH,,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1983.0,AVIÃO,PARTICULAR,PRESIDENTE CASTRO PINTO,PINTO MARTINS,POUSO,PRIVADA,SUBSTANCIAL,0
125,45749,PTLSL,,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1981.0,AVIÃO,PARTICULAR,BACACHERI,BANESPA REPÚBLICA,POUSO,PRIVADA,SUBSTANCIAL,0
126,45750,PPZFE,EXPERIMENTAL,AVIÃO,NORTH AMERICAN,TROJAN T-28B,ZZZZ,PISTÃO,MONOMOTOR,3056,3056,2.0,1955.0,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,EXPERIMENTAL,DESTRUÍDA,2
127,45751,PRBTW,,AVIÃO,BEECH AIRCRAFT,C-45H,BE18,PISTÃO,BIMOTOR,3969,3969,6.0,1953.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
128,45752,PPHPA,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1963.0,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
129,45753,PPGFC,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,AVIÃO,PARTICULAR,FAZENDA SANTO ÂNGELO,POUSO ALEGRE,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
130,45754,PPFLH,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,AVIÃO,INSTRUÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
131,45755,PRDIX,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2000.0,AVIÃO,TÁXI AÉREO,GUARARAPES - GILBERTO FREYRE,OSCAR LARANJEIRAS,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
132,45756,PTEDC,,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,3175,10.0,1976.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
133,45757,PPWCA,,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,8.0,2002.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,PRIVADA,DESTRUÍDA,1
134,45759,PRCRR,,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,2008.0,AVIÃO,PARTICULAR,ALBERTO ALCOLUMBRE,MAESTRO WILSON FONSECA,INDETERMINADA,PRIVADA,DESTRUÍDA,2
135,45773,PRNHB,REGULAR,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,6600,6600,21.0,2006.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
136,45774,PRGNC,PARTICULAR,AVIÃO,BEECH AIRCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,2008.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
137,45775,PRDDB,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,2.0,2009.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
138,45776,PTTTL,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16900,16900,52.0,1990.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
139,45777,PRAZD,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,113.0,2009.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
140,45778,PTLTH,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58P,BE58,PISTÃO,BIMOTOR,2812,2812,6.0,1984.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
141,45779,PTHZG,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 BA,AS50,TURBOEIXO,MONOMOTOR,2100,2100,6.0,1995.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,POLICIAL,NENHUM,0
142,45780,N118AV,,AVIÃO,LEARJET,LR45,,JATO,BIMOTOR,0,0,0.0,,AVIÃO,,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,,LEVE,0
143,45781,PPGEV,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
144,45783,PTNCD,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1975.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
145,45784,PTLGW,ADMINISTRAÇÃO DIRETA,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,7711,7711,10.0,1984.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0
146,45785,PRRUS,,HELICÓPTERO,MIL HELICOPTER,MI-171A1,MI8,TURBOEIXO,BIMOTOR,13000,13000,30.0,2011.0,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
147,45786,PPPTQ,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2009.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
148,45789,PPJGE,PARTICULAR,HELICÓPTERO,AGUSTA,A119,A119,TURBOEIXO,MONOMOTOR,2720,2720,8.0,2006.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,LEVE,0
149,45790,PTEQV,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
150,45791,PRCRA,REGULAR,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,6600,6600,21.0,1990.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
151,45792,PRAVC,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-115,A319,JATO,BIMOTOR,75500,75500,141.0,2010.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
152,45793,PTVAX,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
153,45794,PRWJA,,AVIÃO,BOEING COMPANY,737-322,B733,JATO,BIMOTOR,58967,58967,156.0,1990.0,AVIÃO,REGULAR,SALGADO FILHO,MINISTRO VICTOR KONDER,DESCIDA,REGULAR,NENHUM,0
154,45795,PPGOB,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0
155,45796,PRTTB,REGULAR,AVIÃO,BOEING COMPANY,727-223,B722,JATO,TRIMOTOR,88451,88451,5.0,1980.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
156,45797,PPGQY,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1993.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
157,45798,PPFLZ,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1990.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
158,45799,PTRPT,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1983.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,INSTRUÇÃO,SUBSTANCIAL,0
159,45800,PRAJR,,AVIÃO,PIPER AIRCRAFT,PA-32R-301,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1993.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
160,45801,PTMXB,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,89000,232.0,2007.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
161,45802,PRSBM,PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,2008.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
162,45803,PRBIO,TÁXI AÉREO,AVIÃO,RAYTHEON AIRCRAFT,C90GT,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,2006.0,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
163,45804,PRIOG,REGULAR,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,88360,5.0,1979.0,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
164,45819,PPCGO,,HELICÓPTERO,AGUSTA,AW119MKII,A119,TURBOEIXO,MONOMOTOR,2850,2850,8.0,2010.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,DESTRUÍDA,8
165,45820,PTNUH,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1979.0,AVIÃO,INSTRUÇÃO,SOROCABA,ITANHAÉM,DESCIDA,INSTRUÇÃO,SUBSTANCIAL,2
166,45821,PTYSY,,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,1997.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
167,45822,PTVCE,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1986.0,AVIÃO,TÁXI AÉREO,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,POUSADA DO RIO ROOSEVELT,SUBIDA,TÁXI AÉREO,SUBSTANCIAL,0
168,45829,PTGVI,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1980.0,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
169,45830,PPFLS,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,844,3.0,1990.0,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
170,45831,PPHCP,,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1947.0,AVIÃO,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0
171,45833,PRKNB,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,MARICÁ,BARTOLOMEU LISANDRO,SUBIDA,INSTRUÇÃO,LEVE,0
172,45834,PPFFY,ADMINISTRAÇÃO DIRETA,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1976.0,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,POLICIAL,NENHUM,0
173,45835,PPFKV,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,AVIÃO,INSTRUÇÃO,BLUMENAU,BLUMENAU,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
